ocid,date,character_name,world_name,character_gender,character_class,character_class_level,character_level,character_exp,character_exp_rate,character_guild_name,character_date_create,access_flag,liberation_quest_clear
b1f11b8694b3e3df53457d45fbc32097,2025-07-03,렌이Lr,챌린저스,여,렌,6,262,934648854207,52.903,생글,2025-06-19T00:00+09:00,FALSE,0
3c239d491f259fe470b7c7affcf834e9,2025-07-03,NEW직업1,챌린저스,여,렌,6,264,100657204522,5.585,,2025-06-19T00:00+09:00,TRUE,0
bcc158cd165261e273a8802d5d55f3db,2025-07-03,토끼들고튀어,챌린저스,여,렌,6,262,425717252095,24.096,,2025-06-20T00:00+09:00,TRUE,0
8ba010cfca0c9ff8486b2b3f240d8acdefe8d04e6d233bd35cf2fabdeb93fb0d,2025-07-03,,,,,,,,,,,,
6cf8f080cb9bf87f23918548ae2b3197,2025-07-03,흐트러진꽃,챌린저스,여,렌,6,262,980352102153,55.49,,2025-06-19T00:00+09:00,TRUE,0
b8f1433f9db47d65a437a0ddb13d0d25,2025-07-03,핸렐레렌,챌린저스,여,렌,5,260,388863945943,22.453,,2025-06-22T00:00+09:00,TRUE,0
c16c50c5b0109eb63871e48fd9ed4fbb,2025-07-03,6191128,챌린저스,여,렌,6,264,311188863704,17.267,츄츄,2025-06-19T00:00+09:00,TRUE,0
3be0fa9a973197cfb2356929267a09c3,2025-07-03,,,,,,,,,,,,
20c84d24a9280c8a4e147c9215a1f0c3,2025-07-03,하얀촉매,챌린저스,남,렌,6,266,482173894591,20.376,적빛,2025-06-23T00:00+09:00,TRUE,0
24c03f4e29f1f6082bc21237d118d73c,2025-07-03,단짠짠짠,챌린저스,여,렌,6,264,793655943487,44.037,시유,2025-06-19T00:00+09:00,TRUE,0
0bffebeea9d3d2c4f05375e9cd929690,2025-07-03,한유송,챌린저스,여,렌,6,262,1669960219437,94.523,뭇별,2025-06-19T00:00+09:00,TRUE,0
e2c576c65e34b51928a2df8194ae1231,2025-07-03,,,,,,,,,,,,
361e37cf837bb45f22f4a71ced1c3e75,2025-07-03,쓸쓸한선우,챌린저스,남,렌,6,264,85420243419,4.74,,2025-06-19T00:00+09:00,FALSE,0
b37092a5fd731989b0be3c780c588104,2025-07-03,몽하루렌,챌린저스,남,렌,6,262,880094866742,49.815,프라나,2025-06-19T00:00+09:00,TRUE,0
db889f973627fd68d1ac18f86493b6e5,2025-07-03,제창기,챌린저스,여,렌,6,262,1584597611023,89.691,,2025-06-21T00:00+09:00,TRUE,0
f7c0267d286d1ab565e4b02e64882aa9,2025-07-03,호주머늬,챌린저스,여,렌,6,264,1459407742783,80.977,,2025-06-28T00:00+09:00,TRUE,0
0e6c05af0ae26197de1e560abc997361,2025-07-03,렌렌렌무,챌린저스,여,렌,6,260,1480573421812,85.487,Stay,2025-06-21T00:00+09:00,TRUE,0
7f62a1627d0eb7fef2bbdb689458f1f6,2025-07-03,똬윅,챌린저스,남,렌,6,260,1047412251836,60.477,건축,2025-06-21T00:00+09:00,TRUE,0
af62136fba41f8b0c2fa6562b4882e95,2025-07-03,샤키x렌,챌린저스,남,렌,6,264,1526632546588,84.707,발사대,2025-06-19T00:00+09:00,TRUE,0
a07354945bad16ab87328db3e5001cf2,2025-07-03,레이넨이레,챌린저스,남,렌,6,262,1291717231239,73.113,카페,2025-06-19T00:00+09:00,TRUE,0
b85c6686cbe3129ab2d7c847ed0e3821,2025-07-03,사자의노래Z,챌린저스,남,렌,6,260,1598679744067,92.307,햄찌단,2025-06-23T00:00+09:00,FALSE,0
9b75f62ce1d8178eb7def8e693c402f1,2025-07-03,키메라렌,챌린저스,여,렌,6,262,1298022879577,73.47,,2025-06-19T00:00+09:00,TRUE,0
841c4528baeb72ee4fb33c6fa7cb924c,2025-07-03,쏘단단이,챌린저스,남,바이퍼,6,264,187832472749,10.422,요정,2025-06-19T00:00+09:00,TRUE,0
b01a134730955df4e9f66f914c763d42,2025-07-03,룽지렌,챌린저스,여,렌,6,263,1092270003392,61.212,동화,2025-06-19T00:00+09:00,TRUE,0
d82bc923f2e7b5324d8ad5a3a4e77c2c,2025-07-03,,,,,,,,,,,,
dd120d6c99cb8f24865adfadc552593d,2025-07-03,르엔고쿠,챌린저스,여,렌,6,262,1505189175950,85.196,,2025-06-20T00:00+09:00,TRUE,0
168a950824fe527e088fd074b2c8689486e68d4012202d0434d05f81868f68e3,2025-07-03,,,,,,,,,,,,
e43fba6b5c2e222e3111c631567dae1f,2025-07-03,,,,,,,,,,,,
05bd335d54093c97d789c69114129e44,2025-07-03,렌꿀돌,챌린저스,여,렌,6,264,499819050475,27.733,영웅호걸,2025-06-19T00:00+09:00,FALSE,0
1267d0655fc5f6155dd79d195f2fdba1,2025-07-03,목졸렌,챌린저스,여,렌,6,264,473732934539,26.286,쌀숭이,2025-06-23T00:00+09:00,TRUE,0
24e0944ac09131ffad5a21a5c1696c9e,2025-07-03,렌검단,챌린저스,여,렌,6,262,1046976637278,59.261,,2025-06-19T00:00+09:00,TRUE,0
7a15c010c8f9e1fa12f2e573e32ad073,2025-07-03,타니써,챌린저스,여,렌,5,260,747858649216,43.181,람니,2025-06-22T00:00+09:00,TRUE,0
42a5273ecf46e0cb405e1302c7427cc0,2025-07-03,최강이불,챌린저스,여,렌,6,262,530444466187,30.024,메렌,2025-06-19T00:00+09:00,TRUE,0
5efce836bd62fc6c3bd4a41bf83f7fe8,2025-07-03,시사또,챌린저스,여,렌,6,264,652776269052,36.22,장미,2025-06-19T00:00+09:00,TRUE,0
9d251e5b554529359db6909fdba234b4,2025-07-03,망쩟,챌린저스,여,"아크메이지(불,독)",5,260,864148713946,49.895,,2025-06-22T00:00+09:00,TRUE,0
6c6daacee04fd676092e8c63e6b86b59,2025-07-03,히겡단,챌린저스,여,렌,6,262,526743086086,29.815,능글,2025-06-25T00:00+09:00,TRUE,0
2c5cc73eedd19900df571ba7f33ff271,2025-07-03,매화홍만,챌린저스,남,렌,6,262,289865582600,16.407,도란도란,2025-06-25T00:00+09:00,TRUE,0
fc8418ba613e9167d88241500f6eede9,2025-07-03,,,,,,,,,,,,
cef3e6c63e419e9f717ad450123389b8,2025-07-03,,,,,,,,,,,,
e7161b8b87b37baaf1ec74b194784e10,2025-07-03,뮨기헌,챌린저스,여,렌,6,262,1426449843268,80.739,,2025-06-20T00:00+09:00,TRUE,0
67c746531acf74ffe4ebcc6c0d874b90,2025-07-03,,,,,,,,,,,,
56da4da42f29f3b5147f895fe9db80f0,2025-07-03,특급퐁퐁이,챌린저스,여,칼리,6,264,882066241932,48.943,개굴,2025-06-25T00:00+09:00,TRUE,0
9a6e2255e8ff0a471c21dc011ee83e8a,2025-07-03,레벡찬,챌린저스,여,렌,6,262,1247515777624,70.612,도전,2025-06-24T00:00+09:00,TRUE,0
6df688894fc4bde00afb3c3176c04a06,2025-07-03,잉디긔긔여워,챌린저스,여,렌,6,262,80968890893,4.583,고대,2025-06-19T00:00+09:00,TRUE,0
dfb3483892bae5e9f3ec696ce38d72f6,2025-07-03,파이어마운틴,챌린저스,남,렌,6,262,1564138405925,88.533,,2025-06-19T00:00+09:00,TRUE,0
33090b31e041bb2c3df3831379702dc6,2025-07-03,검좀썼던노인,챌린저스,남,렌,6,264,1672164551031,92.782,,2025-06-19T00:00+09:00,TRUE,0
5fcdb6178b265d277fabc4164510d337,2025-07-03,천사의장미,챌린저스,남,렌,6,262,476532384225,26.973,은하수,2025-06-20T00:00+09:00,TRUE,0
026cc441c85e4b5fcc858924371b0cb9,2025-07-03,이초딜,챌린저스,여,렌,6,262,172298909233,9.752,,2025-06-19T00:00+09:00,TRUE,0
1a0ea5cec3d91b09396f3ac82f463e8b,2025-07-03,감또까,챌린저스,여,배틀메이지,6,262,770718139376,43.624,,2025-06-19T00:00+09:00,TRUE,0
14c6ca1313dcd75f4de585ed3671162c,2025-07-03,,,,,,,,,,,,
44b7e9b8e1edc48346463a26fe6b5855efe8d04e6d233bd35cf2fabdeb93fb0d,2025-07-03,,,,,,,,,,,,
19943cbe55a4a5e2715ebd79a6ff86ec,2025-07-03,시관합격렌,챌린저스,여,렌,6,264,1355672374545,75.221,달토끼,2025-06-21T00:00+09:00,TRUE,0
ea50a11a3bafa8f62fe59c63bcd7fd3a,2025-07-03,무렌적지,챌린저스,여,렌,6,262,311474062386,17.63,,2025-06-21T00:00+09:00,TRUE,0
aae30ce810f9387181a64adb27ba720fefe8d04e6d233bd35cf2fabdeb93fb0d,2025-07-03,,,,,,,,,,,,
0eefb57cbd5f61bf9d60cc4acc1ac8fd,2025-07-03,티모관절꺾기,챌린저스,여,데몬슬레이어,6,262,165237981515,9.353,한밤의유령,2025-06-20T00:00+09:00,TRUE,0
c459e6708e3790a8365a172fe5a1f403,2025-07-03,엔렌수뇽,챌린저스,남,렌,6,262,526735237934,29.814,샹떼,2025-06-23T00:00+09:00,TRUE,0
6838b3bac37757b9c944546a1d27b11c,2025-07-03,쾅릿,챌린저스,여,렌,6,260,983237665630,56.772,응아,2025-06-19T00:00+09:00,TRUE,0
5d205f77d7b5ea2815dd0ce484943ad1,2025-07-03,,,,,,,,,,,,
ca00b87cac63659b1d458eecb4c4f1ae,2025-07-03,ZI존근렌,챌린저스,여,렌,6,262,818823011488,46.347,,2025-06-24T00:00+09:00,TRUE,0
331b14ad9adca20a9ff6ee890efc0f2b,2025-07-03,호티랭,챌린저스,여,렌,6,260,1680810387964,97.049,민트,2025-06-19T00:00+09:00,TRUE,0
ba6434bd215709152e510fcbbdbd4199,2025-07-03,설렌노,챌린저스,남,렌,6,262,1321195643339,74.782,,2025-06-19T00:00+09:00,TRUE,0
a6456082c437868977ba0c14e007c67e,2025-07-03,2506191114분,챌린저스,여,렌,6,264,913077618636,50.663,,2025-06-19T00:00+09:00,TRUE,0
854685e7282fcf9a9ab4ce649cd9dfe1,2025-07-03,렌재힝,챌린저스,여,렌,6,264,358521996255,19.893,,2025-06-19T00:00+09:00,TRUE,0
42f25080fe647d1f1c7c654af5ab9ce9,2025-07-03,파랑곰탱OI,챌린저스,여,"아크메이지(썬,콜)",6,264,777474651369,43.139,행복,2025-06-19T00:00+09:00,TRUE,0
b0c2303f50d5501f3d7d0c4415d7564c,2025-07-03,시나모롤소윤,챌린저스,여,렌,6,262,1278582441547,72.37,썸띵,2025-06-20T00:00+09:00,TRUE,0
443efb63257e8c34d2fb5937e6c70e2a,2025-07-03,탄나팟,챌린저스,남,렌,6,262,888901894000,50.313,임프,2025-06-19T00:00+09:00,TRUE,0
e011badf759a3a342390a6e416fe0817,2025-07-03,렌마내,챌린저스,여,렌,6,262,686988891071,38.885,,2025-06-19T00:00+09:00,TRUE,0
30d113d3cf2cddd576336d06eb3797b9,2025-07-03,자러갔근,챌린저스,남,렌,6,262,958981515134,54.28,찍먹,2025-06-19T00:00+09:00,TRUE,0
d3920f5a1ede97882ab381fba62b412f,2025-07-03,원고챔피언,챌린저스,여,보우마스터,6,262,334652365633,18.942,,2025-06-22T00:00+09:00,TRUE,0
4dae8846a3c7bb5781be8adbcd552b13,2025-07-03,qkwnlfkjskda,챌린저스,여,렌,6,264,56567011225,3.139,매화무사,2025-06-20T00:00+09:00,TRUE,0
e0dcfdb1e04267daf4fcfdc644925175,2025-07-03,결계렌,챌린저스,여,렌,6,260,1375097598160,79.397,카톡,2025-06-21T00:00+09:00,TRUE,0
af7acbe8b54f8f91f88282b4c3d9a07a,2025-07-03,렌선잘렷다,챌린저스,여,렌,6,262,566052816175,32.04,,2025-06-19T00:00+09:00,TRUE,0
381692d5462584cbc9fbf4d0c28d2e97efe8d04e6d233bd35cf2fabdeb93fb0d,2025-07-03,,,,,,,,,,,,
2d89af08a8009f51b976fdf08f11afb0,2025-07-03,할렌루카,챌린저스,여,렌,6,264,1783049468052,98.935,argute,2025-06-27T00:00+09:00,TRUE,0
3729031b8ed049f40c569ad8f9214374,2025-07-03,주옹의,챌린저스,여,렌,6,264,1476248574452,81.912,매화무사,2025-06-21T00:00+09:00,TRUE,0
42bd63a5899540dff20c18348899c8ab,2025-07-03,떡잎클로버,챌린저스,여,렌,6,264,1528163924187,84.792,Burning,2025-06-20T00:00+09:00,TRUE,0
f4528ea296317840a0576c1db6a3d441,2025-07-03,강가다솔,챌린저스,여,렌,6,264,1565376690915,86.857,CARNIVAL,2025-06-19T00:00+09:00,TRUE,0
257128d2ef67094ad4c93dfd4d36fb12,2025-07-03,10세헌,챌린저스,여,키네시스,6,262,161534844815,9.143,챌크빈,2025-06-19T00:00+09:00,TRUE,0
34c8a657717f907fbfcbec0e2f5f17c9,2025-07-03,설화월하린,챌린저스,여,렌,6,262,1528561625959,86.519,시퀀스,2025-06-19T00:00+09:00,TRUE,0
5c6f717f7abd9913396271bfca635dc3,2025-07-03,인턴파견계약,챌린저스,여,렌,6,264,165999612758,9.211,유리,2025-06-20T00:00+09:00,TRUE,0
3f591018eefd63ff9b11391883156efa,2025-07-03,,,,,,,,,,,,
cbd001c54d15db5e9f202ec0b9dea094,2025-07-03,목포정경민,챌린저스,여,렌,6,262,1483892979577,83.991,,2025-06-23T00:00+09:00,TRUE,0
01169d5649332f7ace03f240ec394c4d,2025-07-03,히나히메히메,챌린저스,여,에반,6,264,1110183772310,61.6,공백,2025-06-19T00:00+09:00,TRUE,0
3e3c2dfbdc037b4593941a8160ea9c51,2025-07-03,우직히어로,챌린저스,남,히어로,6,264,50928854600,2.826,매화향,2025-06-20T00:00+09:00,TRUE,0
f674e8b0242261f5393a4dc76f97b3da,2025-07-03,리프레ko카인,챌린저스,남,카인,5,260,1028336908338,59.376,망령,2025-06-19T00:00+09:00,TRUE,0
17818d69a547761bf9caf416ca726a0d,2025-07-03,,,,,,,,,,,,
8c31ebb153019daa4ed1389ac1d7deac,2025-07-03,븐퍄,챌린저스,여,렌,6,262,405076208872,22.928,은하,2025-06-25T00:00+09:00,TRUE,0
33c81abff4322c3ac9e3e5a5372bf35f,2025-07-03,로사지수,챌린저스,여,렌,6,262,240954591839,13.638,,2025-06-20T00:00+09:00,TRUE,0
a1fd1ab3001f732e8b76a39beac8a249,2025-07-03,절박렌,챌린저스,여,렌,6,262,748751749333,42.381,문과,2025-06-19T00:00+09:00,TRUE,0
42aebda20ac2d84ff393b7af673e5ffa,2025-07-03,나고랜,챌린저스,여,렌,6,262,276095523135,15.627,고추,2025-06-21T00:00+09:00,TRUE,0
0e45c45d19ee557c8ef03c89afde3edb,2025-07-03,꽃피는잠,챌린저스,여,렌,6,262,1061947301080,60.108,퇴근,2025-06-19T00:00+09:00,TRUE,0
f467d3b3baab0f5dc5198c3d42add1b5,2025-07-03,너도듄하실,챌린저스,여,렌,6,264,695421068154,38.586,날조,2025-06-21T00:00+09:00,TRUE,0
5127e3dbc8347c16b38ecc90912803f5,2025-07-03,다크노비제이,챌린저스,여,다크나이트,6,262,1121290036566,63.467,말랑말랑왕국,2025-06-19T00:00+09:00,TRUE,0
5d77500782b257553cb23d85c033ba38efe8d04e6d233bd35cf2fabdeb93fb0d,2025-07-03,,,,,,,,,,,,
b2bae8f2eb83b5af749799b96892eff3,2025-07-03,초도렌,챌린저스,여,렌,6,262,203967436697,11.545,봇치,2025-06-21T00:00+09:00,TRUE,0
7a758695358b25f8c8192258a330f802,2025-07-03,계란폭탄라면,챌린저스,여,렌,6,266,1534055151920,64.828,올리브,2025-06-25T00:00+09:00,TRUE,0
d1e8eb932257124be5d88b6e019a50f3,2025-07-03,검화매수,챌린저스,여,렌,6,262,1509522059564,85.442,,2025-06-20T00:00+09:00,TRUE,0
52f7ff0b99a52601bf5507abc4063600,2025-07-03,fxie,챌린저스,남,렌,6,262,754033441104,42.68,키로,2025-06-20T00:00+09:00,TRUE,0
d82b06931c9ad26b2afa226fcc8749fe,2025-07-03,새봇렌,챌린저스,여,렌,6,262,127989506793,7.244,거인,2025-06-20T00:00+09:00,TRUE,0
905473753f28f7735147062f1323aeb6,2025-07-03,처인구방화범,챌린저스,여,"아크메이지(불,독)",6,262,1154523056076,65.348,와플,2025-06-20T00:00+09:00,TRUE,0
6154518753a0500e46e2ed73ecf1abf6,2025-07-03,엘화별,챌린저스,여,렌,6,262,1034884514102,58.576,여행,2025-06-20T00:00+09:00,TRUE,0
4fe63b0ca9056cab7cab361699391dc6,2025-07-03,렌루렌렌,챌린저스,여,렌,6,264,1101803913916,61.135,,2025-06-19T00:00+09:00,TRUE,0
8534c8943d8eb3a8b8cb196d23fae752,2025-07-03,렌유코리,챌린저스,여,렌,6,262,437346197552,24.755,,2025-06-20T00:00+09:00,TRUE,0
4b31bb064bab3e2e9b33b32d82b3c892,2025-07-03,아드리아나렌,챌린저스,여,렌,6,262,160382464275,9.078,,2025-06-20T00:00+09:00,TRUE,0
4a91736527047071f35241eee690911d,2025-07-03,카키맛렌,챌린저스,여,렌,6,262,243660122736,13.792,,2025-06-20T00:00+09:00,TRUE,0
4604514fa1a94e20a47767e8891ca42f,2025-07-03,,,,,,,,,,,,
6a19e40a9f7801154a5fd80dea0987df,2025-07-03,풋초롱,챌린저스,여,렌,6,264,39838646479,2.211,단퐁,2025-06-19T00:00+09:00,TRUE,0
b80c84756592e69bc17fa6197998e317,2025-07-03,컹은주,챌린저스,여,렌,5,262,446354433002,25.264,가을,2025-06-19T00:00+09:00,TRUE,0
1e3629bbb26b80e3af2d388caeff6a41,2025-07-03,목떼기,챌린저스,여,렌,6,262,750815791332,42.497,,2025-06-19T00:00+09:00,TRUE,0
e84c0b48b132a11e59ec9bda4f3f99e3,2025-07-03,상어구이렌,챌린저스,여,렌,6,262,971557678414,54.992,,2025-06-24T00:00+09:00,TRUE,0
ea312354722ef287ee0be7e5c25430fd,2025-07-03,우이발닦개,챌린저스,여,렌,6,266,202663496243,8.564,지나가유,2025-06-19T00:00+09:00,TRUE,0
cf91ca715927c30cd99a624457ec257a,2025-07-03,렌애애앵,챌린저스,여,렌,5,260,82169252,0.005,,2025-06-21T00:00+09:00,TRUE,0
66af71085ed1f3dccecb6cc275064fc8,2025-07-03,애국수보,챌린저스,여,렌,6,264,976797307138,54.199,이재명,2025-06-19T00:00+09:00,TRUE,0
bc6e031ebfc322a544fa2df2d10d14f6,2025-07-03,,,,,,,,,,,,
b87044942975df3dda99ca240dd82d67,2025-07-03,옐로우캡찌,챌린저스,여,보우마스터,6,262,889986248555,50.375,,2025-06-19T00:00+09:00,TRUE,0
0e6dfbafa1636961689f20f8a0f826f8,2025-07-03,네팔산,챌린저스,남,렌,6,266,670092320113,28.318,,2025-06-19T00:00+09:00,TRUE,0
ed356f7739ec777959c695f3dca8940a,2025-07-03,섹시이채은,챌린저스,남,렌,5,260,1068353847424,61.686,,2025-06-19T00:00+09:00,TRUE,0
2c2790637044d62440ec92f4e7863804,2025-07-03,Adaaaaa,챌린저스,여,렌,6,264,948868260859,52.649,다정,2025-06-19T00:00+09:00,TRUE,0
3dc1cfce8a0c16d12955ef4ff70f640c,2025-07-03,렌쌌어,챌린저스,여,렌,6,260,593180473501,34.25,랄라,2025-06-19T00:00+09:00,FALSE,0
cfaa734f1ac18c95585f0a22b48c1360,2025-07-03,에터너스,챌린저스,여,일리움,6,262,498247162633,28.202,보물,2025-06-19T00:00+09:00,TRUE,0
daf227d60d24cc05d4cbdaf042eb9f2b,2025-07-03,렌루나르,챌린저스,남,렌,6,266,143455793064,6.062,BLOSSOM,2025-06-19T00:00+09:00,TRUE,0
a82908d0ea90a167291424888cb78802,2025-07-03,징우렌,챌린저스,여,렌,6,262,1368568674854,77.463,버프,2025-06-20T00:00+09:00,TRUE,0
026f550067b7a6b3533a57fc3d13fb16,2025-07-03,순두부와레몬,챌린저스,여,렌,6,264,1389112963248,77.077,꿈결,2025-06-19T00:00+09:00,TRUE,0
44e9e2b53ce8acbb47bdf123ad4d1173,2025-07-03,이렌썽,챌린저스,여,렌,6,262,1549131809440,87.683,썽썽,2025-06-19T00:00+09:00,TRUE,0
ecfce880d3ca35e6ac14dfb7012f770b,2025-07-03,아이돌연가시,챌린저스,여,엔젤릭버스터,6,260,649983959913,37.53,무림맹,2025-06-19T00:00+09:00,FALSE,0
3ca30ec3757c78a5b7f7c102f7d886c1,2025-07-03,폭삭렌했수다,챌린저스,여,렌,5,260,812171101974,46.894,수박,2025-06-19T00:00+09:00,TRUE,0
dcb0ab3eb5a0343af21e6f0814723e94,2025-07-03,하투하투뿅뿅,챌린저스,여,렌,5,260,1144338871766,66.073,타키,2025-06-21T00:00+09:00,TRUE,0
dd54d4c80d2d12398199106e0cb1235cefe8d04e6d233bd35cf2fabdeb93fb0d,2025-07-03,,,,,,,,,,,,
fb1151ee153727d18ddfc2f1b097a783,2025-07-03,화천햅쌀,챌린저스,여,렌,6,262,132675080485,7.51,,2025-06-20T00:00+09:00,TRUE,0
cc906104380e5303634d1fef1b91d02d,2025-07-03,성민파파렌,챌린저스,남,렌,6,264,1510989128048,83.839,빙글,2025-06-20T00:00+09:00,TRUE,0
565b1ae0470248319eecf7088c8d0f88,2025-07-03,쌈무렝,챌린저스,여,렌,6,260,764450265973,44.139,둥이,2025-06-20T00:00+09:00,FALSE,0
a56f96249219984575d46d39b04f17a0,2025-07-03,섹시직구,챌린저스,여,렌,6,262,614019732364,34.755,티나,2025-06-19T00:00+09:00,TRUE,0
c5ea962f74acb223135babacc6055b99,2025-07-03,매화검존앵웅,챌린저스,여,렌,6,262,34334779308,1.943,,2025-06-19T00:00+09:00,TRUE,0
fa1303ddbf4ee63e27bd86a22064c5ea,2025-07-03,il가즈아li,챌린저스,여,렌,6,264,456499160203,25.33,패기,2025-06-20T00:00+09:00,TRUE,0
c02a26ea33922a884d66e894fc50b93a,2025-07-03,니경민,챌린저스,여,카이저,6,264,191702159435,10.637,신화,2025-06-19T00:00+09:00,TRUE,0
31c229ad132e62b184f8fba517c88920,2025-07-03,렌세디,챌린저스,여,렌,6,264,8438481308,0.468,분홍콩,2025-06-19T00:00+09:00,TRUE,0
78f0494f0b65db73b6147bd8dea68292,2025-07-03,겨울겸이,챌린저스,남,렌,6,262,143309919256,8.112,와플,2025-06-21T00:00+09:00,TRUE,0
aa642eb1741f64836cd766acd70d0ffb,2025-07-03,냉자비,챌린저스,남,렌,6,262,342401736376,19.381,챌린저스,2025-06-25T00:00+09:00,TRUE,0
e6750bddf4ae0b5a975428327881401c,2025-07-03,손걸렌,챌린저스,여,렌,6,261,1534637290800,87.732,도로롱,2025-06-19T00:00+09:00,TRUE,0
f8e74566756a0c8c9186a786e59c8b32,2025-07-03,,,,,,,,,,,,
2a630f1353f03d29ccec748657ad9fdd,2025-07-03,개화거니,챌린저스,여,렌,6,264,76093177750,4.222,무희,2025-06-22T00:00+09:00,TRUE,0
